model,title,price,link,authenticity,sell_date,price_numeric,week
Air Jordan 3 Black Cement 1988,Size 11 - Air Jordan 3 Retro OG 2024 Black Cement,$140.00,https://www.ebay.com/itm/116516197885?_skw=Air+Jordan+3+Black+Cement+1988&epid=17065872961&itmmeta=01JPDA8ZBYWDGB2JBFGGQB37RT&hash=item1b20e815fd:g:trUAAOSwZApn0On3&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dxsm7qipXVDmZaBpA5wB2MGh5gdtaXi52uRnVGEodjYY5s3X6VlK0QNy2Pf4buyx2sH--h71dXtu5qUSklNp%2FSIH7i7oja3HpyjPVzFqISLQRVtxIkRve7u7iDK5co6Xwc7KiwpPpUhX7yAUDwzfXO96%2FMJvAuYYCP%2F4oB15h5gmUtsgwJPwqPKjsrWAFwzy9Kb%2BrgVJNhVw2XZWSmbbxcwEcsR0H4vlmPEFs7R8tiaVqJUhOrc0w25ukH3i2SLyycka1qYYT8ZtGyZ6e6osVy%7Ctkp%3ABk9SR_L2o6qzZQ,,,140.0,
Air Jordan 3 Black Cement 1988,Size 12 - Air Jordan 3 Retro OG 2024 Black Cement,$169.99,https://www.ebay.com/itm/356652652344?_skw=Air+Jordan+3+Black+Cement+1988&epid=20065870040&itmmeta=01JPDA8ZBYPAXWXH1H2JAHER2F&hash=item530a279738:g:PCQAAeSwDC9nzzqj&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1esQ9piTNTYePPm4NFTxUl8WOAE5Rn0PxolT3bL32Q%2Bi4uXB9RrYclcpV0jbEhzyIXge%2Fdsai%2BoNNGJMvTU13dMkmV0MqpOsTnZl3yPuvhy2umEfRWLde3GI%2F6iDTpBKf0XNzWsMFbm0LNB7q0Y1nJgbNY1wS7A2sSg%2BLqeDkmI2b4%2BxJWIPS8FfB8baEmnLj0WbbdGZVDN4CRfa7S9%2BbCqZN4CDW%2B3lt9LCiLTKJoS3MC0TIWx4fTWHxu7Rgs%2FL6SRnt0TzlaMOsFAn1CnfYL%2Bio76to23jSJ6P%2FMml1MpLP9L1ptoZk7MTrxa57HbP7Q%3D%7Ctkp%3ABk9SR_T2o6qzZQ,,,169.99,
Air Jordan 3 Black Cement 1988,Size 10.5 - Air Jordan 3 Retro OG 2024 Black Cement,$157.49,https://www.ebay.com/itm/187010102538?_skw=Air+Jordan+3+Black+Cement+1988&epid=17065872948&itmmeta=01JPDA8ZBYHJWK69ZMVGGAYJSZ&hash=item2b8aabb50a:g:JZYAAeSwQqJnxKg3&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1cqV1tP3CTg3KFnx%2FU6q5iSbjguT%2BMkoM9WB7At44ppYO8PkaXyH6XyjdzbKgFKGROn8kiIVgfa0sdX8Xc38BMPXp%2FCOEWIBPPTy408Xv%2BKuQV1cqHGttIAy9zVeZIWmVqftq35eonw%2BfoEgR7j2WwUjwpTdc6db6eiNdZ%2FqgDqQkU9fglVDePI6s7IjeFJyvqW0BRlTxJdimBVn7cK5mnGqibsxEDubM32TSElg%2BIx6btHUg6CDz6dHWUNtlJ0%2FW3BCFTLsG1dFU2XPgOd%2FW3DVDi5wBUkjIp0r%2FIl6GSpPxbNgocEvFcBLE%2B7Gyh0tJI%3D%7Ctkp%3ABk9SR_T2o6qzZQ,,,157.49,
Air Jordan 3 Black Cement 1988,"Jordan 3 Retro Black Cement (2011) Size 9, PREOWNED",$78.75,https://www.ebay.com/itm/256854989638?_skw=Air+Jordan+3+Black+Cement+1988&epid=3039806019&itmmeta=01JPDA8ZBYG1SMT11ZCS4H4MYW&hash=item3bcdc01b46:g:nEQAAOSwrO1n0jDa&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c9Y5EVDb1AZdjrT6YzaBKPnGged77JISsrTVCLhEtt3pcEs2cTVssAYxUFmRhxhKBZA3dcZ3VcRznqRE8ErsV7z%2BOxw042Htgktrr6U%2ByxGE3OzSM5rVRwLV2c43VKWuf1IQQM3yHZDh%2FGKO2wYv%2Fa3vUsY63qiThHlZsU5tvyOcEKyp4uydn5pHnH0oZ8rQaDMhbElY3STtlar%2Bm%2Fzfgs17DJCjj9aaxJe6ntNx%2FT2vvvo5hZvQJ4kagOLqqCCtrxmM6Wg8hglxSL5H9uAKN3%7Ctkp%3ABk9SR_T2o6qzZQ,,,78.75,
Air Jordan 3 Black Cement 1988,Air Jordan 3 Retro OG 'Black Cement' 2024,$165.00,https://www.ebay.com/itm/396205600388?_skw=Air+Jordan+3+Black+Cement+1988&epid=8065866868&itmmeta=01JPDA8ZBY5FC6BF5AVPQBQN3V&hash=item5c3fb1ae84:g:HRAAAeSweKpnrVj7&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1fxguq3P961lsHUnFeLqpORyDdTd0zHcm%2BKJNFN0YlpOJ4XK7nXwoqiONoWWKy1TOx8%2BQNjwPxLDRHCHESj578mrEpOVjmGkBmIcudUGPmnB5SxCjeyOP7kY8o0mh3uP70fBbvW%2FT2U25Bcl54RUN64UKsBCeuyCTqHUArrSQ7WPuxG%2BJ0YPzJxzZa%2F6MBwFXKT2X2QE6zfRAO3EaOYcGkPmTwU6uhj5oLwEQTTa8%2FB5xXiEI13DS1Xuv4ELTfbg4dc9MwFu7cEBr%2BAMaGRKgDaQZF5MGE7wG9Fsu4mm0cSQ14HxP9%2F4X%2BvY83riHzQlaU%3D%7Ctkp%3ABk9SR_T2o6qzZQ,,,165.0,
Air Jordan 3 Black Cement 1988,Air Jordan 3 Black Cement 2024,$185.00,https://www.ebay.com/itm/365414085995?_skw=Air+Jordan+3+Black+Cement+1988&epid=17065872961&itmmeta=01JPDA8ZBY1AMM7NMCDN04H4DS&hash=item551460756b:g:JQgAAeSw2rdnuLVI&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1duBpwfcljFE3vt%2FGv2KeToG0SIijdjOXY8T2zgnCz7OO3bHaLwGASd4ZtZZhhIRLwYO6pEkOh5s84%2BU2J%2Bl0R852TiIvX7tUL7D3G0QOO6gzzZO8r80HlbZq3IeVHpO08ivJqzRWgi2fTUykWFKECNV2Vh9sr57V%2FhZwgluzy880FfBQUGTzYN%2Fd%2F%2BfmczJeNV6bTz7eJ6fNfXGD5TqcFUsZNgqNXbzX2Vjd28aPEXV6YB0E7hKU7teHYxqoXvB6Iv4QxPYfLKwZXCWK%2BtJCS6%7Ctkp%3ABk9SR_T2o6qzZQ,,,185.0,
Air Jordan 4 Fire Red 1989,Size 10 - Air Jordan 4 OG 1989 Fire Red,$888.00,https://www.ebay.com/itm/326379308689?_skw=Air+Jordan+4+Fire+Red+1989&epid=14048485860&itmmeta=01JPDA9C39N8WWFYG85RTHG01X&hash=item4bfdb90691:g:Jl0AAOSw-QVnZz8M&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1dDRnBr%2Bhk6rRnYW5WvynBEDWyXTPUA3gKWZXDkeJaCIgiAUnrKnNsLkSltgnGip5w6gmmO6JxQBWvFR2T29VT0OFm7oF3IA9QKxh%2FLsFOKpgsf63aaFyhnyLOFOeqJBoPfZ2xN%2BKoz47dSHtfRECrvWWzAz76fDZx4%2Fc%2BcnLUmh1T1YXGncfRbYcQj6IcQz%2BKhV7McJuMAnoCM1S93ddrF%2BqgMwOKguKr7M7ACLFRttQLLF3VAfrQKFQkTS5rFqPuBWjYZ3exbIKiONnME6G1sXQn6hTeF5YuhR3flzEI0EUa0sb%2BsuCzQ7C%2Be1SKIGos%3D%7Ctkp%3ABk9SR4DCpaqzZQ,,,888.0,
Air Jordan 4 Fire Red 1989,Air Jordan 4 2020 Fire Red Size 10.5 Men,$199.99,https://www.ebay.com/itm/226310191030?_skw=Air+Jordan+4+Fire+Red+1989&epid=27048481273&itmmeta=01JPDA9C39ZVTSHBMNRMZZDG4C&hash=item34b12377b6:g:F2QAAOSwUmJmyLXj&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1dxjfJF4NijSPwfLPTsGNbMVFk5DSwdoOJNEnoo28rieNu82Q00Ubvg0t4cN%2FTsyD4u4bBBf5ikbECN%2BXslYCSaMe7VQuzi7PFYorHyfABF5%2BmvSO7QkV1gagwNbY%2B91Y9XNfjZ8%2BBqeCLopOvpTD4JW1dUfu423AJ7YcqeitAD0%2F4l9zH2YKxSpRjwLibSiiU8nYCzJx27bzv0GOOPAW0j5nTkDDc8Qd06Hq%2BHjxMa5QbLN5s3%2BDAkCwL713P6VGb3arsFGoLB0DHbKKj2mbtVjl1IJsxGoup%2FmTCsq8Lm5pR%2BYxdA7jUr0eqRWp3GdDA%3D%7Ctkp%3ABk9SR4DCpaqzZQ,,,199.99,
Air Jordan 4 Fire Red 1989,Air Jordan 4 Retro OG 'Fire Red',$50.00,https://www.ebay.com/itm/305904072852?_skw=Air+Jordan+4+Fire+Red+1989&epid=8048492041&itmmeta=01JPDA9C39NY7MZ8SWFE1NV12J&hash=item47394db894:g:X08AAOSwebZnM-gB&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1coMnckMOVgw%2FRUgixSnBkL9zOsWwgXXSxSUrFKxf9Zr0ahl83BsCso9vzAySQ8NHtX8TqMxnWVe8C2lWB3AfPm2u4tdxW0KfkImG8DThJWDmsenEdp%2BGc8bdkgyhL4Sweefw8B3IkjBaBi8Iy77ifZx6CAAPHCNDhaemiWccAIpxiQYQULfTGvXbjisI57UeCv1ZOUE8LmN5Z3tGe5SsOrmuzkgYsdBug5fQRK4O%2BrwsM7mI%2FXDKQKE805fSzUM2A%3D%7Ctkp%3ABk9SR4DCpaqzZQ,,,50.0,
Air Jordan 4 Fire Red 1989,Size 8 - Air Jordan 4 Retro OG Mid Fire Red DC7770 160,$150.00,https://www.ebay.com/itm/306175878379?_skw=Air+Jordan+4+Fire+Red+1989&epid=12052570551&itmmeta=01JPDA9C39V9S624DFPGZ1BZ5R&hash=item47498124eb:g:pioAAeSwGg9n0h7N&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fCyDGCyiyqRb3hL2zJekQHZBSBVp33PlIzeHjgLkWoDs5XhaUXvovBaQ%2Br4BcivHePAUE%2BZqMRGND4JXzdh4p0BItHir1f2gc%2BQEwf4y%2Fsiw%2FWvkpYyS55lX1i4D8ya1fidR5tNOJ3ybtaUn3b3iDCEXYOgqx0p1F3LXAWmNtmM0DUyq28vs8TvAhF9paVaCPD%2BfZzkViaEEVMLaY4rqq7z0CRlDXU0NjumZFVVd9zQ3QhrkiGt9lgZuoAqvy3Awd5faB8G4PlHXCVRVR3FlYC%7Ctkp%3ABk9SR4DCpaqzZQ,,,150.0,
Air Jordan 4 Fire Red 1989,Nike Air Jordan 4 Retro Fire Red,$115.00,https://www.ebay.com/itm/226518207115?_skw=Air+Jordan+4+Fire+Red+1989&epid=11048479957&itmmeta=01JPDA9C39KFSWPSBQ08YKSZBX&hash=item34bd898a8b:g:TUIAAOSw1otncNDd&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1cxc%2BEB4OuhgB%2FZVhvruk6k%2FDB%2FqUi4OXHfwV7%2FcDXZKiFN12C2YVTBdC9ykxdjJjQlNd5kYk4BwKp4ZjvNTB%2F8VY8E8kQTw6r%2FTVh%2BprTH0Rqq7%2Fy0dlc%2BEO4vdQt3HeGL1tFBytH3F7EACtqoNxUNcJivLCangZGb%2BR7YN8N27cj8WmoREFlcue3S3WB1p5GPf9meUpcjty1fonL%2BkXaO8dYEpQGC9xzfdGC%2Fv5edaoJBhW3bxeKRuME2x5x7hQG468CVQ8fy6FXZPLI6wdafJ%2ByxDdctuLMRPP9NF4R5j%2BIS7kUhPl9A2i7%2B5q8Fjr8%3D%7Ctkp%3ABk9SR4DCpaqzZQ,,,115.0,
Air Jordan 4 Fire Red 1989,Jordan 4 Fire Red,$75.00,https://www.ebay.com/itm/146370423829?_skw=Air+Jordan+4+Fire+Red+1989&epid=16048485490&itmmeta=01JPDA9C39N1S8JR2HQ5NMVT29&hash=item22145b6c15:g:D3EAAOSw7GFno133&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fHW1qdBUUgO1EpjHWsVx6XlefmpR5YOkv%2BXRPBWPXSgrK3j9HafKyhJG7GvJsw57VtGqn%2FNVSwFkJcVGnxm8J1%2BQ%2FId4F%2F4xq%2FJpGDxV6KWOATFBRKoYw%2BmIC2b5f4ZZodj5zNNJxzpfzj1jGTOZLjV28d27IrxMwj19yka%2BPyZ3p9C4CfdOr2Qv7lmpVZohw2UuUNeAp%2B4RbVwLRdPhyVRsOcyT3NSKdyzJDbGKvFk4BbIoMCSKGbjN9hvR9WGDk%3D%7Ctkp%3ABk9SR4DCpaqzZQ,,,75.0,
Air Jordan 4 Fire Red 1989,Jordan Retro 4 Fire Red Sz 11.5,$130.00,https://www.ebay.com/itm/197101111006?_skw=Air+Jordan+4+Fire+Red+1989&epid=5048495095&itmmeta=01JPDA9C39RCJH4PE4FAE30FPD&hash=item2de42446de:g:o2wAAeSwAE9n0Oyh&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1cDciRkfXAaYFdaxeTDlBguundVU7QiRTJ%2B4AqMxCCeUJyw8YntfbezOvG%2BiXhkUfNU8gG4jP3DoCEOtkplFhfYXi7VSDGE9XljNCGSaqv7wB7bgTR9B4EaKC9DC7ANfoZ%2FdYJyZESGYnEyWfEq36K5XHVZRTQqa8gTEy6CizB2XCqSxVbuCCD7WiXPLvFAI2y3pkXG5BbxKfRNnEv7CKx9UjTKzg4r0X2mMlTFJB2xLsDvFNjGj1ZeSbwdipLgekts9qGoSwkj4jGtthpkqN%2BV%2FNgXad4RWruh0bYRN0e6hygeBeTMpEKra3pIkX4t3jg%3D%7Ctkp%3ABk9SR4DCpaqzZQ,,,130.0,
Air Jordan 4 Fire Red 1989,Jordan 4 Fire Red,$95.00,https://www.ebay.com/itm/235934132294?_skw=Air+Jordan+4+Fire+Red+1989&epid=5039812986&itmmeta=01JPDA9C397E6RKGPBNZ9J054W&hash=item36eec52846:g:DrIAAOSwgqJnmXft&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cK%2Fn0TA2hSlR8OmMJi7g%2FllDZDVmWW7JlIt4TryF8PjTFQfkHiOYA8C4bZ2QoCFnMCn1k1d%2B2YHSlli3sFue3AY80xMaMFoxAQxuQeQI9PuNsmu3eT0A7GkoAUov3bpjc%2B48YCau7BWbuaaGpfEJ4kXZ2TO%2FCaei5F6Lr%2FElq6F%2BgD%2B1ubusYkg--uCBz3MVJHR5LMCZCylMBFpzHbn8Fft0jy2PKnWG2ygLniXo24c71yRx3CtDwXkKYHyd%2B5VKDzhTM%2B0I6Af0b2qTnkZSxiZbJEuHlJI5kQi9TNJWJHRQ%3D%3D%7Ctkp%3ABk9SR4DCpaqzZQ,,,95.0,
Air Jordan 4 Fire Red 1989,Size 9 - Jordan 4 Retro Fire Red,$120.00,https://www.ebay.com/itm/256850396835?_skw=Air+Jordan+4+Fire+Red+1989&epid=15048489049&itmmeta=01JPDA9C3902WMZP5ZSXTR5V8Y&hash=item3bcd7a06a3:g:IUIAAeSwU69nzfbm&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cPj9w7kNvoL45UseMFhdaS%2Bfnp0SJlzzS5Obl6MKrgTTuB3F45z4LYx2h710QzmmPf6eYbggEw%2FSS0Z8hMBgzzpsTtaHoTmUxSpunE%2BLsPOgz7jXSszjPffCLfy8quVeMQYWBOToY99jB%2FQiZq4se6VrE9nic92rNjECc1FdKzTauLPLaDfBI5rFURsyX5CwMs3D847In1yR6lKHbudzb1X86ugJFvTD2nXZT0bTM5YdiKbLt42OW7tdBNYynqNgRuvVVimYqfimFLDipfOk15%7Ctkp%3ABk9SR4DCpaqzZQ,,,120.0,
Air Jordan 4 Fire Red 1989,Air Jordan 4 Fire Red DC7770-160 Shipped from the USA,$180.00,https://www.ebay.com/itm/316141994659?_skw=Air+Jordan+4+Fire+Red+1989&var=614807363151&epid=6052586705&itmmeta=01JPDA9C3AWYA1CHYKBB1JD8G8&hash=item499b8802a3:g:PsIAAOSwveZni1-h&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1cPR0QSKYxP8uqzKnGC5fRz1BMUY42rCwt89A7nEQ275kM70UAB9KNzX2oB9bE8Z0XxmmO41Ki8kPib5OoSgmdYfo%2FvEelkkJe91LUpKRqRNqpQZrFobyJZ9Tw6iHv9Nt4MLc9XCk2KUQlzi49rsOatsFMi2MNQ0mBQaUvAH%2BfEsFgC%2FMSOLiZqZm4owvJECc8NFiROc7AjB0mrqy323WoPkjbNUgvtc2Kdq0mXI%2FXKeidSBZKuRjq06S7Rxf3aFX1IjxKOomEO3iE7fnhBjhBkXYGKg79oGK6xAMQw7ccW1rcbFKui6aOIRTqqIkiaWlI%3D%7Ctkp%3ABk9SR4DCpaqzZQ,,,180.0,
Air Jordan 4 Fire Red 1989,Jordan 4 Fire Red,$90.00,https://www.ebay.com/itm/405421514299?_skw=Air+Jordan+4+Fire+Red+1989&epid=18039804487&itmmeta=01JPDA9C3AQRN0D015T2BJ07DA&hash=item5e65015e3b:g:GBUAAOSwHpRnXo-a&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1euy6EGQnG%2BEEjgXLqSNa8Jcip1whPKivlpR4lKEoi0aL%2BV99fFLr3WJMiITB2LlTST8iHKxJMGWmU43z%2BQKzypCgZUSVACt%2B18yfY7moaC8z7oPbOfibTcXnYlrQklczz7X%2FP18DB57Q9WPjHV6FfSlsThOXy4d%2FJeZsixMS34tMQkUTn0sXoYeyhraU2nqeNIqePrf%2BcDV1e%2BuyD7D1qpyQbMPOnfMrJwihYJXbF0%2BtfSPLeRevz305lG3UZ4q9Q%3D%7Ctkp%3ABk9SR4DCpaqzZQ,,,90.0,
Air Jordan 4 Fire Red 1989,"Air Jordan 4 Fire Red Size 11 Air Jordan 1 Mid Black, Red, White Size 11.5",$60.00,https://www.ebay.com/itm/396287092243?_skw=Air+Jordan+4+Fire+Red+1989&epid=14039800417&itmmeta=01JPDA9C3AE6DKJ1DC25B1G3EK&hash=item5c448d2613:g:SWcAAeSwlv9nyfJ9&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1f055VmQarE8HpsLROyyKIajUaY4JKiU%2FTYn3tdYDqC80LfEGFuBq1ZkQwAd3xagL3U3d2tSAjY5Mwpeq2hQSuCjqpoFcBz4j8%2FgT0CkKt64%2FJpXvVsRN006pIW1wOy%2Bg%2B420zSUNk10agVGsV%2BUDF8o3OPji0g5GmAcgKCKycnDHItDt3%2BtCcWavhAxeF2yMHIDPBq332fAg4IBkzMeU9SKk4jvZUOCtFz1W2mCpwq8P5Lvx9XxEkBC5KgOPz7iUk%3D%7Ctkp%3ABk9SR4DCpaqzZQ,,,60.0,
Air Jordan 4 Fire Red 1989,Air Jordan Fire Red 4 Size 9,$75.00,https://www.ebay.com/itm/146342230375?_skw=Air+Jordan+4+Fire+Red+1989&epid=7039806557&itmmeta=01JPDA9C3ACNNEVDFZC2B317KR&hash=item2212ad3967:g:JrUAAOSwQf1njtro&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1faYbivVue4R2N4fXSrFuNfvabAMYBU%2FZKciO0vOoZnjGfFYlEYc4eiQfscoP%2B3H5wDmiykoaBjwYH0Uita9vXd29SJArq%2BhbyRCoJ%2BbOM7vsuhIf14F8%2FaFlRtIc0Q0aDCYhHL%2BjhnoeVgEl2%2F%2B8P0RYoazbSjFNz8BBNRM7doaX8Jx070bNbsCylUrXPsRmVLLyht6WP34K1MOAt5tFUzkY3pQx4NLUlG%2BgoVaRqJmrV51FDu%2B2ByucduMrhQvYkE%2FhoaOBJ3GNUStI68pNPCCacpH6afsXHbZPimWIx%2Fjg%3D%3D%7Ctkp%3ABk9SR4DCpaqzZQ,,,75.0,
Air Jordan 4 Fire Red 1989,Nike Air Jordan 4 Retro OG Men's 'Fire Red' White/Black Sneakers - Sz 10 (+COA),$110.00,https://www.ebay.com/itm/356428963068?_skw=Air+Jordan+4+Fire+Red+1989&epid=19052581805&itmmeta=01JPDA9C3AWHX9SDKDNHPA2CS8&hash=item52fcd25cfc:g:pGUAAOSwC8dndq88&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1e%2BEOE2zImhKwVqHo%2FsF6lPuYlRUjX3UqlCty5vwH%2F6C0o76MtAmJv1ovCKtETgJ4vcipUf9Bnwxihgk9MFXEQwwicJf9eK%2BQCky0%2FzlJe56Ms9PMYdp4%2F39gEyb7bENnOfznc45ZQFn4SH5wRrcc7XHrNEEauu8CVKgwfuWAupD36I8O%2BjyDMUS4XxT6jisBv4y8HZysmEvblVoymnWWjVVr7K55l%2BsCv5Z9AjAuvoxMrSpRaNlSjDdf9Mk4LbmM8VK9TG3QN0gtp2MkcmR60fVkXaM7jZJy9j13%2BYoikdKAzvjRH8%2BSI8wxDvni4AL9E%3D%7Ctkp%3ABk9SR4DCpaqzZQ,,,110.0,
Air Jordan 4 Fire Red 1989,Nike Air Jordan 4 Retro OG ‘Fire Red 2020’ | SZ 14M | DC7770-160,$150.00,https://www.ebay.com/itm/186841961174?_skw=Air+Jordan+4+Fire+Red+1989&epid=24052571924&itmmeta=01JPDA9C3ABGWTZB4S37J9Q3PV&hash=item2b80a612d6:g:uDsAAOSw9UVnXSTL&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1ePw8gmA2HpATGbpwtMCz4Ihua1Odrfxxut7xAvSssIFes3pavszw%2BuwiTpAg0khBYcQJW%2BtYYGGwtj19Quv1rH7oau2OFxFto9mcCCGn6mK4nyO3x%2F24TFJWpqyw%2BtvEiGFRpADeUNDcmth9te94yRgCZ3HYN8H%2FFOEZGPm%2F4HY4%2Fiw9wAh%2BcjAV2xr9wtjI%2BPV1%2Bnr2epXYPByJvVdll2vW3VJo%2FWlgjW9o8YSpaicqaKzmo6SJRwwDLXgTOuL8EGUBuBqZxXpuORxuPGKrhJ%7Ctkp%3ABk9SR4DCpaqzZQ,,,150.0,
Air Jordan 4 Fire Red 1989,Size 9 - Jordan 4 Retro Fire Red 2020,$124.99,https://www.ebay.com/itm/276907327837?_skw=Air+Jordan+4+Fire+Red+1989&epid=15048489049&itmmeta=01JPDA9C3ASSG39DCGJ5CNQW00&hash=item4078f6815d:g:PCgAAeSwe3tnwQj5&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1eKgHIukkwXrWng50a%2Feux1Rwp%2F3tn7ZbSSYaG2J5vktsF%2F6zSdhXEYPwxsjA6%2F05JhO5RueJaFvRyonKeLeihp1MgQUYpCzGVhd4m8Mubw8rOAp8IsdzNci3Z74Z7pE8GK%2F%2Bu%2BKiznUAQzeoLRoMf3HhmTryGyXdlmk8lm2oqaPWaghFIRx8mdB1uB1JhO%2Fq9EOud5C65rAWhq%2F8F0AEypIzM9Zwu41WfzcAzAf5QvNpol4ve%2FstNUfasV6FIGGyzU0SemtYBavZWAKPTV8F0Omopbc8PHegCyxfASTRzvBHYWnDeftCod9WYMUWZvwG8%3D%7Ctkp%3ABk9SR4DCpaqzZQ,,,124.99,
Air Jordan 4 Fire Red 1989,"Nike Mens Air Jordan 4 Retro ""Fire Red""  308497-110Sz 11.5 2012",$70.00,https://www.ebay.com/itm/297107017997?_skw=Air+Jordan+4+Fire+Red+1989&epid=4039797635&itmmeta=01JPDA9C3A43Y6TFYB1FNEYAHA&hash=item452cf5510d:g:DDsAAeSw9wpn0PaS&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1ejoCOZhS64E0GuhnKQEzRPmaWgKWEiu69Ndx2442GDkaODtEKI0xUJ%2BlQ3z3HhgiVqiQWfED5oVje8kptoLf9dsEr9RNfT1um5Pn4sSc%2F2wGg6UWLPRScUT%2FOaC2yS5wTN1XXN1L9X6ArlwJ5ndl%2BdmoOk9sjS9NFMxElyQ71fZWV6K%2FLJ7T4I12ICLrRE2ee9cLLzseUMi98BBjyKAPXPzzWzEcF%2FAAKF9Lf1ljqsbywPriW1Ub%2FijGmriUFZGdhHwUui0%2BGMoZqiBb%2B6ugF%2FPFDGCropGS8Z8iVJMCvm%2BA%3D%3D%7Ctkp%3ABk9SR4DCpaqzZQ,,,70.0,
Air Jordan 4 Fire Red 1989,Jordan 4 Fire Red,$35.00,https://www.ebay.com/itm/405473765879?_skw=Air+Jordan+4+Fire+Red+1989&epid=17052575643&itmmeta=01JPDA9C3A0KND3DXP4RH5DBNV&hash=item5e681ea9f7:g:gIkAAOSwIBFnhFKU&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1e4VZphKgnMYBtU1r4qNahiSgKPJrBJ7W%2Bd%2Bch4horf82C%2B3t9sfVX0dvZqmRlBGUorSRvmuCTvnhQjSP9Vpmw73rKcoDunwi%2BwPOt%2Bae67gIZaZhdn89fjv1mAkyrwUmsaoODm4EsZAMsjbHePaJJj4quOgr4f5mDp8cxH7Cb65I8ryMOl%2F0GM63p%2B3GiO6iGGhpS8R7dNP4fqcvo2kAcXohUDrZNpgUnEH0OH1DR%2FF68%2BfM4tVyGkzyxwtccbjamDbaLZ8JKjpSlfhtbgSaf31wSpadnwzP6vkFOKtSXF1g%3D%3D%7Ctkp%3ABk9SR4DCpaqzZQ,,,35.0,
Air Jordan 4 Fire Red 1989,Jordan 4 Fire Red Size 10.5 Men,$115.00,https://www.ebay.com/itm/396214165641?_skw=Air+Jordan+4+Fire+Red+1989&epid=11048479957&itmmeta=01JPDA9C3A6WV7BC2W36JDDSYZ&hash=item5c40346089:g:Zw0AAOSwrBRnsOR4&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1eVKG4%2B9edER6n0pNBauL8hwefttjfdfBVfC36xMS288wxRSEBKL2xBf1fKmtdDGrTGm%2BVB7B87sR2PpMyNAxAmmRktytdGwrFdmw9qU5CGoAe6NM08u9ULH%2B16DTTTjNsdXIk2AAHKCsSt23ubUudgBYq%2Fdwf9Fm%2BmY2MPNHoA3JlvEAPcTLhYBP0m3v096AlzphY9Sn2R%2B8EY6JZfcwN6RBImI6c1lF20xyTMAwEeziJLN0BsYyKegxUEF6hguuLO6l8ITct0TTLkUqtVki2nwtVC1fdjMvZuzQzRX3fyFST7Zh0QhtWQq1BsKaw9Jb8%3D%7Ctkp%3ABk9SR4DCpaqzZQ,,,115.0,
Air Jordan 4 Fire Red 1989,Air Jordan 4 Retro Fire Red,$150.00,https://www.ebay.com/itm/316035443083?_skw=Air+Jordan+4+Fire+Red+1989&epid=15048489049&itmmeta=01JPDA9C3AK5DK90TFDBP197FS&hash=item49952e298b:g:ZC4AAOSwr4pnVbp8&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c9VeBRw84AjO8NbW5Qar8L9QAOf2ZNAsA1Pf8TZF2Tg5D%2FkpjBAa2TX13ng2SPtXZnShnCmGYY%2BJE9v0T3bnbubEcFzplYnJajW3VtUIfO2ITWxREnkN8ZGy6uAtxEHVrec2yClNUUQXn%2B%2BqGOlWUDkuBduG919AjuTBJio4r49XehyVsLRP7EXXqiEnMgShljh8y3GGDznhkaGie%2BTFPNXsWil57jxdssCDIryRLzI8yB4TjApmbJqE5PBGZSg9mBShKf8IsN5Adf8ooKinHh%7Ctkp%3ABk9SR4LCpaqzZQ,,,150.0,
